OTU_total	Phylum	Class	Order	Family	Genus	OTU	T1_1	T1_2	T1_3	T1_4	T1_5	T1_6	T7_1	T7_2	T7_3	T7_4	T7_5	T7_6	DF_1	DF_2	DF_3	DF_4	DF_5	CF_1	CF_2	CF_3	CF_4	CF_5	CF_6
Otu4487	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5049	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4488	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu5053	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4489	Bacteroidetes	Sphingobacteria	Sphingobacteriales	PHOS-HE51	unclassified	Otu5055	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4490	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4491	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu5058	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4492	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Otu5059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4493	Gemmatimonadetes	Gemmatimonadetes	S0134	unclassified	unclassified	Otu5060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4494	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu5061	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu4495	Actinobacteria	Actinobacteria	Rubrobacteridae	AKIW543	unclassified	Otu5063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4496	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Otu5064	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4497	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu5068	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4498	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5072	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu4499	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5073	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu4500	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5074	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu4501	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	Otu5075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4502	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu5076	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4503	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu5077	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4504	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	Otu5078	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4505	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4506	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Corynebacterineae	Otu5080	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4507	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5081	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu4508	WCHB1-60	unclassified	unclassified	unclassified	unclassified	Otu5082	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu4509	Bacteroidetes	Sphingobacteria	Sphingobacteriales	unclassified	unclassified	Otu5083	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4510	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	Otu5085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4511	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Otu5086	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4512	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified	Otu5088	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4513	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu5089	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu4514	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu5090	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu4515	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	Otu5092	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu4516	Bacteroidetes	Sphingobacteria	Sphingobacteriales	unclassified	unclassified	Otu5094	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4517	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	unclassified	Otu5095	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4518	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5097	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4519	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	uncultured	Otu5098	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4520	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Otu5100	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4521	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu5103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4522	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4523	Bacteroidetes	Sphingobacteria	Sphingobacteriales	unclassified	unclassified	Otu5110	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4524	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Isosphaera	Otu5115	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4525	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4526	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	Otu5119	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4527	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micromonosporineae	Otu5121	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4528	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5125	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu4529	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5128	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4530	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5129	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4531	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Pseudonocardineae	Otu5131	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu4532	Verrucomicrobia	Spartobacteria	DA101	unclassified	unclassified	Otu5132	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4533	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Chloroacidobacterium	Otu5137	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4534	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5138	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4535	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5140	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4536	Candidate_division_TM6	unclassified	unclassified	unclassified	unclassified	Otu5141	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4537	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	Otu5142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4538	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5145	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu4539	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	unclassified	Otu5149	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4540	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5151	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4541	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Otu5152	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4542	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5156	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4543	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	Otu5157	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu4544	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5158	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu4545	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	Otu5159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4546	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5161	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4547	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4548	Chloroflexi	Chloroflexi	Chloroflexales	Chloroflexaceae	Roseiflexus	Otu5165	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4549	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5168	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4550	Gemmatimonadetes	Gemmatimonadetes	S0134	unclassified	unclassified	Otu5170	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4551	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5171	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4552	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5173	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4553	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu5174	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4554	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5176	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4555	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4556	Proteobacteria	Deltaproteobacteria	Myxococcales	0319-6G20	unclassified	Otu5178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4557	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5179	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4558	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5180	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4559	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Chloroacidobacterium	Otu5183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4560	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Otu5184	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4561	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5186	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4562	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Otu5188	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4563	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu5189	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4564	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	Otu5191	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4565	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu5192	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4566	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Otu5193	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4567	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5196	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4568	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu5197	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4569	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Otu5198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4570	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micromonosporineae	Otu5199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4571	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Corynebacterineae	Otu5200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4572	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu5201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4573	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5202	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4574	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	unclassified	Otu5203	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4575	Candidate_division_TM7	unclassified	unclassified	unclassified	unclassified	Otu5204	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4576	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu5210	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4577	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5211	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4578	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	Otu5214	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4579	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Solibacter	Otu5216	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4580	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4581	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu5218	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4582	Bacteroidetes	Sphingobacteria	Sphingobacteriales	unclassified	unclassified	Otu5220	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4583	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5222	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4584	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera	Otu5224	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4585	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5225	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4586	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5227	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4587	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Otu5228	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4588	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu5230	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4589	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5233	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4590	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5234	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4591	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4592	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu5236	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4593	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4594	Bacteroidetes	Sphingobacteria	Sphingobacteriales	unclassified	unclassified	Otu5240	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4595	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5241	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4596	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacteriaceae	Otu5242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4597	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5246	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4598	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu5249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4599	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4600	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	unclassified	Otu5252	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4601	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4602	Actinobacteria	Actinobacteria	Rubrobacteridae	unclassified	unclassified	Otu5255	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4603	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Otu5256	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4604	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu5257	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4605	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu5258	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4606	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu5259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4607	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	Otu5261	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4608	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	unclassified	Otu5262	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4609	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5264	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4610	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu5266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4611	Actinobacteria	Actinobacteria	unclassified	unclassified	unclassified	Otu5267	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4612	BD1-5	unclassified	unclassified	unclassified	unclassified	Otu5271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4613	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified	Otu5272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4614	Planctomycetes	unclassified	unclassified	unclassified	unclassified	Otu5273	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4615	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4616	Actinobacteria	Actinobacteria	Rubrobacteridae	AKIW543	unclassified	Otu5276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4617	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	uncultured	Otu5279	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4618	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu5280	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4619	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu4620	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	Otu5284	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4621	Actinobacteria	Actinobacteria	unclassified	unclassified	unclassified	Otu5285	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4622	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu5286	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4623	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Otu5287	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4624	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5288	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4625	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Pseudonocardineae	Otu5289	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4626	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5290	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4627	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu5292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4628	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massillia	Otu5293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4629	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Cytophagaceae	Flexibacter	Otu5296	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4630	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5297	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4631	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5298	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4632	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Otu5299	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4633	Candidate_division_OP10	unclassified	unclassified	unclassified	unclassified	Otu5300	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4634	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4635	Cyanobacteria	SubsectionIV	Nostoc	unclassified	unclassified	Otu5302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4636	unclassified	unclassified	unclassified	unclassified	unclassified	Otu5303	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
